logFC AveExpr t P.Value adj.P.Val B
CREB3L1 1.03978688171521 6.53494491067856 4.85342218285033 1.16318901182972e-05 0.000249852041397863 3.03064376593299
CRISPLD2 -1.49925043845755 7.43764811758775 -7.52216972914826 7.62042022189842e-10 1.25631360775153e-07 12.3494328362402
CRYAB -1.62723302787507 7.90706229599024 -8.73689540062143 9.46676199815951e-12 3.52586169635023e-09 16.6045162248853
CSNK1A1P1 -1.14263108243168 1.16042100564155 -4.3890168066343 5.65208188741763e-05 0.000876799802295449 1.51817890779148
CSRP2 -1.28722189188363 7.73794832694438 -6.08624813426129 1.4434803508256e-07 7.90201303862715e-06 7.26438830605984
CST2 1.44078181821608 3.15965639376635 3.27187824184315 0.00190847400022199 0.0129996872053005 -1.79864729972778
CSTA -2.97002955567347 7.00057911754854 -10.3490416642157 3.43504814968686e-14 6.97789135168266e-11 22.0330469577864
CSTL1 1.18342884416876 1.967610674 4.72787259292928 1.79275922140369e-05 0.000354422550529069 2.61585443405297
CTF1 -1.41659860993761 3.98628001264387 -4.56593142381255 3.11501189280811e-05 0.000550670727889854 2.08706565283575
CTHRC1 1.410639640977 6.42216828248824 3.75682121501106 0.00043900494144839 0.00424357411398606 -0.425043286879013
CTSB -1.01525788535814 8.10537508048876 -7.91738602754524 1.80917350453933e-10 3.69940507688007e-08 13.7445403749779
CTTNBP2 -1.18119100981063 4.06181572 -5.60229372239656 8.28263768645445e-07 3.02590889889127e-05 5.574943393988
CXCL12 -1.06276966517098 5.7201323992672 -5.03860318404192 6.10762116272988e-06 0.000148296454704374 3.64941817280731
CXCL14 1.89446693420724 3.88123578742648 4.18632070777345 0.00011063035721128 0.00146224167322919 0.878877905019632
CXCL17 -1.18065888114514 4.07535598038474 -2.87127870601712 0.00591652758663362 0.030145969923803 -2.83885877441395
CXCR2 -1.56454061456652 3.4254150036245 -3.93449574611053 0.000250197916217287 0.00278313490055678 0.10537043603671
CYB5R2 -1.07314891139188 4.43692660608712 -4.12114924862671 0.000136923176134311 0.00173394455654725 0.676392157072822
CYP24A1 -1.11242641536445 2.17566092036824 -2.88933670758962 0.00563232760874291 0.0290775883503839 -2.79401365583413
CYP2J2 1.52492002732074 5.04198146351022 4.05996961125367 0.000167054461356573 0.00202220249594547 0.487743213540943
CYP3A43 -1.05303199908366 3.39322419082758 -5.14752369692475 4.16826790537824e-06 0.000108944315416634 4.016909395821
CYP3A5 -2.71825236470791 4.42386168196828 -11.7563603174237 3.26947769449726e-16 2.27304987580431e-12 26.5005970074293
CYP3A7-CYP3A51P -1.89598516161003 3.08906558972051 -6.42670028843796 4.17869403108106e-08 2.92344280318243e-06 8.46519141046809
CYP4B1 -3.35948260981962 3.24961499401893 -8.79495090661767 7.69694476101684e-12 3.27622809960262e-09 16.8049628685281
CYP4X1 -1.68631815525912 5.11393677811062 -4.53246523695853 3.48888357018311e-05 0.000601385492754621 1.97872095122517
CYS1 -1.03450400396393 3.19772064023284 -3.02875612790131 0.00382924007329207 0.0217560501794205 -2.44109721539818
CYSLTR2 -1.14761903431709 3.60736216022041 -3.10974570585311 0.00304630252212711 0.0183526088110934 -2.23079877406643
CYSRT1 1.24157045488346 4.46394918507555 3.97858607846665 0.000217226363130043 0.0025017615990079 0.239022678024265
CYTIP -1.10818973398049 4.06375886853532 -2.76980483133952 0.00777633838222198 0.0371656942341897 -3.08705804733047
CYTL1 -2.15432677206933 2.24945131747188 -5.88272635681231 3.01758208028688e-07 1.39551462191892e-05 6.55083006138606
DACT2 -1.0916409313762 4.76861340492823 -3.03825362533425 0.00372853179970664 0.0212999144745224 -2.41663353454706
DANCR 1.32317883746502 7.30088036640081 6.66058501823565 1.77809077401264e-08 1.46006453832998e-06 9.29354804922501
DANT2 -1.76847570374251 4.49365001 -4.59689451186992 2.80416048899726e-05 0.000507694230199791 2.18759861360264
DAPK1 1.00890742431323 7.27319241757557 4.13353811678424 0.000131498090744013 0.00167746524687944 0.714764142541476
DAPK2 1.0989134523384 6.1769809516764 6.22185310327061 8.81672320988206e-08 5.31756682039105e-06 7.74177012400298
DAPL1 -1.46162705865052 3.47763949188822 -2.68914252244358 0.00962440152695445 0.0433087686402781 -3.27964941207605
DBNDD1 1.16918893538625 3.93246667037611 3.83086331209946 0.000347802525760121 0.00357169733125497 -0.20563319057493
DCST1-AS1 1.24232765349295 4.4355003 3.83041287883999 0.000348297795030178 0.00357502318451989 -0.206975113318726
DECR2 1.36886155551607 5.54880435178547 6.0179932630328 1.84914556400098e-07 9.57013127254798e-06 7.02465856512347
DEFB1 -1.81229521864449 4.25364023365709 -5.20191311738908 3.44159135545548e-06 9.42011429143504e-05 4.20132000579676
DEPDC1B 1.55035079788388 1.80921195844531 4.3609629874655 6.2071497202502e-05 0.000940178080720832 1.42887281917345
DEPDC7 -1.21461156883569 3.04180585317228 -3.56574428640545 0.00079274081490814 0.00666164189223976 -0.979904277605553
DHH 1.01535193520252 2.37007474147739 3.47942569818141 0.00103020771507072 0.00812671797020804 -1.22491399174307
DIRAS3 -1.06171971620435 3.2263933079459 -3.35191817877526 0.00150810108163507 0.0108388918882366 -1.58003589176308
DKK3 -1.06310619897007 6.46997934082421 -8.2135164750456 6.19487845211684e-11 1.53817356995001e-08 14.783956986301
