GSM2807157_BH160152-1_PSA10.4_HG-U133_Plus_2_.CEL GSM2807158_BH160152-1_PSA10.91_HG-U133_Plus_2_.CEL GSM2807159_BH160152-1_PSA6.17_HG-U133_Plus_2_.CEL GSM2807160_BH160152-1_PSA8.9_HG-U133_Plus_2_.CEL GSM2807161_BH160152-1_PSA17.23_HG-U133_Plus_2_.CEL GSM2807162_BH160152-1_PSA41.74_HG-U133_Plus_2_.CEL GSM2807163_BH160152-1_PSA435.9_HG-U133_Plus_2_.CEL GSM2807164_BH160152-1_PSA94.89_HG-U133_Plus_2_.CEL
FCER2 0.748562589066591 1.10867810002901 0.763753242304546 0.715449252347285 1.57366811772468 0.709304945480624 0.848346909398723 0.800519837139427
FCF1 5.86360888324184 5.94391942956825 5.73274993464416 5.85526214202721 5.66661785161514 5.88402144693513 5.74138720766548 5.89094756216779
FCGBP 9.44200138310183 7.10835262977454 8.25502856981873 8.39780565138039 4.66026576464 6.4241662888181 4.74660807402637 8.33559697819803
FCGR1A 0.529888475413551 0.619515240075899 2.02880758309287 2.31570482151596 2.49583694334034 2.15415922930499 0.901925079347709 2.62117764862498
FCGR1BP 4.03027733772124 4.27345129415096 4.99787684473658 3.79910266172665 7.3454052467178 5.68270118381214 5.73641249605136 6.25436950512085
FCGR2A 2.04626515959063 1.38607521953483 2.60366849724044 1.71350163233965 2.90157250225119 2.48965416522238 3.12489625803126 0.699987959288837
FCGR2B 3.41305210186651 4.75700278718858 5.59774392779026 2.50157119234565 7.30622210282523 5.83609984512088 5.49739928675506 6.36921863345683
FCGR2C 3.61311309490827 3.06718097443651 3.8282842038453 2.87376395458872 5.18493810716281 4.26616333973364 4.49003224994243 4.68387648325745
FCGR3B 5.73787753866366 4.02997823234466 4.6263229798033 3.65141612606635 6.17427624331416 3.94522366595249 4.81556313902017 5.06718138003232
FCGRT 7.0682232685184 7.45201059441729 6.34292373555557 6.53564235487905 6.02789183316539 6.47789404228323 6.99696417988866 7.75408302002349
FCHO1 3.72363579883717 1.72885491989924 1.99293747627118 1.9808025692122 2.13708286118082 3.38959090742177 2.17985002875954 3.24618234040974
FCHO2 6.10838893993889 5.92349161216693 6.57734502839905 6.57473950537969 6.78751189132837 6.62029659954875 5.72116334977649 6.14852345547425
FCHSD1 3.3038586068054 2.88287254170399 3.26084256589003 4.18805617859869 1.97997533950699 2.77197799817153 2.7500490673486 3.88020209956094
FCHSD2 4.53163305578171 4.56778026196277 5.13781163075459 3.79166730100884 4.53957458294833 5.12566334949714 4.41664745360492 4.90644156244062
FCMR 1.82530402082471 3.50462144297734 5.06185028516851 3.17749738519468 4.5676808464706 4.76169398069736 3.54501507916925 5.17095574117053
FCN1 3.51545058631895 1.74239637864614 2.44728854750944 2.72798545097918 3.52106246136545 2.11541760517735 2.66728043575702 2.29330866908743
FCN2 3.8393504705658 2.81412773911834 2.48276187753577 3.38281014645451 1.20831451891526 1.72143845731682 1.90284181340472 3.55733875363425
FCN3 3.9442271183062 0.740836931757032 3.80579098197024 2.38318483605754 4.30621719824016 1.97683855164012 2.1174014374359 1.30022046622393
FCRL1 1.83016834417089 0.961610981252832 1.62822777964623 0.857411791679559 2.29226126972831 1.57477894399437 0.961520372702905 0.864930251029286
FCRL2 3.20490240633811 3.11293260025391 2.68052622942384 3.04407437613672 3.62756592385273 3.92556325034422 2.42770653598718 2.45100933963812
FCRL3 1.53858949535674 2.71793602712542 2.95124085252881 2.39968794851403 3.45586116051196 2.85944487924186 2.49267203391966 2.73430317055247
FCRL4 1.2480101839106 0.702429100844542 0.921812811881235 1.91165347548326 1.51606366625775 0.821125867994277 1.8277889584438 1.1816742399991
FCRL5 0.817584106063376 1.45709920596458 1.92867163109676 1.38055551792172 4.32952277565889 2.65852870617752 2.13087203342554 2.26345201027055
FCRLA 1.68433294196588 1.92731805986538 1.83991798567366 1.81485655614126 2.18266957609662 2.01250426876683 2.18892237385412 2.50003390178546
FCRLB 2.96415552581906 4.90612505656981 3.85942402159407 1.86599938809995 3.52837938911471 1.26180322828991 1.75620693126682 3.35872812725937
FCSK 7.21780230353476 7.16026277536214 6.92311096406092 7.06795245538907 6.66967022523839 6.69308362712392 6.95461957836999 7.16364967601582
FDCSP 0.621862571800161 2.79836568365099 1.26134872978519 2.31408907374425 3.2881773542188 1.96954459583965 0.575354747958836 4.80965737796592
FDFT1 9.83404796855011 9.64304246883725 9.53874664495452 9.73958678238735 9.52728289096117 9.66622857125376 8.09110334570265 10.0613521896691
FDPS 9.8060899245924 9.84008763898741 9.52827148642119 9.72969432210983 9.23006978908499 9.82624157621425 9.86147467512577 10.6950183047706
FDX1 7.8913994718516 7.88048200418656 7.86885008107662 7.78376326387208 7.95291815138037 7.19388449984518 8.12544814585012 7.33299475603875
FDX2 6.34749729142828 6.90318579445121 6.08798736710368 6.36291452446296 6.46529074716333 6.34613302565928 6.4529754570803 6.7658077344176
FDXACB1 5.4045792888555 5.55542200172106 4.88076591381801 4.92059927042021 5.27764477694566 4.56103291006807 5.2925795156134 6.066773483027
FDXR 4.95150359482243 4.26751955528922 4.72893948789697 4.58628910779912 5.01690195865904 3.35049061332174 5.97481629161291 5.26487112748094
FECH 7.45646533237023 7.09809004601658 8.14067887226879 7.04183529178629 6.86134565729106 8.11854091714342 7.82442416772987 6.12612937034702
FEM1A 4.57457173283678 4.27005643265464 4.40560823795451 4.58120963270354 4.3710814483172 4.35265964144228 4.69493294145667 5.59543563400752
FEM1B 7.05437440646968 6.69465219785816 6.83837425192268 6.97688720437077 6.51568357054412 6.8612317931431 7.05702164173377 6.57884781362019
FEM1C 7.70467498113228 7.68393469202978 7.7160156720414 7.84209751590096 8.6330131571682 7.86671631652861 7.60704312823387 8.10403276857056
FEN1 6.92037920885967 6.92513150024148 6.51460447012056 6.4750197958405 8.119351773136 7.83358655276507 7.87322984821926 8.05382373463392
FENDRR 4.51963773346889 4.79467941699881 4.30414351253841 4.57844009753239 3.98531259752521 4.3328158467139 3.49379438813809 4.49374799906772
FER 6.60640142634055 6.56313821656296 6.58841197272573 6.72179267259878 6.87781314836816 6.80936535155023 6.47428623172824 6.64348184186274
FER1L4 2.81709778677591 2.74268162493549 2.82721115084961 2.63452714212222 3.46056553743424 3.02960626664577 2.77675178272691 2.53138088625369
FER1L5 0.562655127366527 2.71520390506484 3.03755848826515 1.04467528660954 0.751652155847838 1.98910946481826 1.26199654031838 0.776769531177514
FER1L6-AS1 2.00326656257621 0.898651726150498 1.0428445810339 2.60101877591572 2.77275414175368 2.85422995920095 0.864978340799082 0.9627167571356
FERD3L 1.79437290476647 2.23071560034149 2.11031944605999 2.18320917778394 3.2152146334652 2.11141737296447 2.05968375475127 3.61804653632944
FERMT1 5.30659069101449 5.28537310448191 5.37444221321016 5.40125008219054 3.01399451221578 4.04916498401217 4.28009379831801 5.08920157404272
FERMT2 7.9887255996856 8.0174200951994 7.73550732731943 7.72791809136649 7.50058653537353 7.57916589884039 6.8258422425183 7.70877380905532
FERMT3 3.91549058428127 4.55820976973761 4.49311675247822 1.77382248764187 5.4521528018246 1.57264971232093 4.8955289469349 5.90906449802472
FES 4.41848431903155 3.98237563360072 4.5300925708106 4.08588973611452 4.13653919619625 1.72747450495398 1.66701902995528 4.75316971659002
FETUB 0.437637364314197 0.639831189036567 1.42049184030855 0.377344094088287 1.63461572233667 0.385820466756684 0.508875148631657 2.82961162548787
FEV 5.7690825843353 4.63660208164139 4.67454171718671 5.51081904655804 4.2506867398458 1.19920965052413 4.49488505186824 4.60515957524826
FEZ1 4.31292722734549 5.5020319204409 5.10558413943871 5.18245600152503 4.68214676827026 4.45569419585011 4.95945314739004 5.19474694635568
FEZ2 5.50226453215294 5.06749451277157 5.74228917227148 4.9941575801745 5.02021775545612 5.90492844590876 5.43140974114777 5.384951721143
FEZF2 1.19249577848612 1.31057236161559 1.93188493725808 1.70600377281089 1.0197561153395 1.56438448504505 1.83399568000876 1.79254537775538
FFAR1 2.17837882143837 1.83793096700944 2.36593447167545 1.827119696466 1.95470349373901 2.20966466102799 2.1850126137719 1.59692233517604
FFAR2 3.83184700595306 4.9591901631563 4.7154346771057 5.18049541018723 3.65938197633007 3.67700764791736 5.15620688998035 1.92183842406917
FFAR4 0.833661193104477 0.807421836809949 1.85571315785001 0.511882548402442 1.80386307557264 1.11338542851939 1.80425633219884 0.802693971389958
FGA 1.84593686112413 1.62850386161762 1.37039493821881 2.45940241038231 2.04344635692413 1.50824467796301 1.82660054605772 0.868950057253542
FGB 0.603734104866797 1.12604888188365 2.24607615992547 2.05027881125958 1.75304970726178 2.11936111649505 0.682846471967534 0.800299595638785
FGD1 5.57228997080463 5.744042010284 5.95756820909485 5.78349683455507 6.13390768503819 6.62570884306447 6.63661743507136 6.70991808968017
FGD2 3.57250447219561 3.76382981560574 3.92976360097202 3.83801688958153 4.13850702640051 3.75872669369164 3.63512994634926 4.01333244571828
FGD3 1.04455542985946 4.22673645400505 3.90743172553871 2.67240118402984 3.80980578026 3.94690693980564 3.94222031921477 3.17535673435667
FGD4 6.03945043167425 5.33871674931884 6.66277107140729 6.24616211098684 5.29669578131823 4.68132337736445 5.41870271829309 4.92706492202208
FGD5 5.11581355212865 3.45294816341153 4.87079512627762 4.62365348080125 5.25320410361811 5.15868332041746 4.24981647886069 4.91811673264296
FGD5-AS1 5.90115756736177 5.93634333749601 5.78065238716986 5.94646606422251 5.56748351965697 5.71815002741826 5.63308360306066 5.31841182856272
FGD6 3.80486214988238 3.35017200594904 3.39458586096216 3.12156645063993 4.38612780383802 4.18646656241003 3.53757881795845 4.08172187139161
FGF1 3.23051124885488 3.16886011357811 3.68831388550238 3.95293831515776 3.3174742640692 3.74635138285762 2.89340536802172 2.75701508754393
FGF10 0.578587166156094 2.19290261590295 2.19342131566371 2.33410189927159 0.886802030197989 1.56812283219378 2.10207339685568 0.882025170005195
FGF10-AS1 0.636064078104827 0.659471854526979 0.842079710525696 0.794780734368687 0.488825621795273 1.14602724589308 0.691221036310206 0.681806560885049
FGF11 2.46255358923965 2.13083298618178 2.58910163384475 2.30941041113846 2.768872675375 2.40440238098495 2.70765031470219 2.34915395134903
FGF12 4.40892739041269 3.14870319025023 3.69662630859309 4.10463288669135 3.04039429272373 5.63564380512298 1.93258228006514 2.42579822347988
FGF13 6.13030065194828 6.53575310552777 6.19356974030637 6.45503523221231 5.32030615858451 6.59914045773463 4.91111397858718 6.85203279418014
FGF13-AS1 3.47020356153735 4.07337536422409 2.23954763580738 3.36882821112425 2.10385124298333 3.80442270081774 2.72502874892977 3.39859755915828
FGF14 2.74774005964055 2.8146924689042 2.2839351632166 2.95798947807298 3.50625552978666 2.58526945308316 2.86209617435697 2.34956478983805
FGF14-AS2 4.42185354149322 4.86506636787452 3.98803176686609 4.14394050377856 3.09328660857033 3.6547444793687 3.00818958020389 3.65086290469827
FGF14-IT1 1.36462218109975 0.634508950322868 0.671395865693067 1.33253755774926 2.43915246800242 3.03460785142797 0.641467944011827 0.829556961947294
FGF16 2.92362995930503 2.93614393571444 2.45071668744019 1.13575332587007 1.88796938281737 1.13207150555989 1.31997292738311 2.15510728646136
FGF17 1.96325455382429 1.53080080512352 2.5925314453276 2.19296960102543 4.81334436189286 4.23991247810029 2.27506766497786 1.93019555018562
FGF18 3.0657344183043 2.58064970502583 2.23657478376556 2.36524378015849 3.67539098243198 3.40973906488397 3.487041284761 3.71123229113561
FGF19 2.92843146870551 0.818469031115273 2.4407909554719 1.7507074344701 0.764606927310556 3.02058331606475 0.792220545509359 0.953876428959686
FGF2 5.02691789086987 3.57827715540959 4.74900725717576 4.08639153052025 3.45866060462332 4.72139355724525 4.15264099138775 4.48319455308761
FGF20 1.13720891905924 0.373874727721055 2.43780515724503 2.77382284415435 2.26592138835693 2.23770499517774 2.69081197078765 0.90185271824436
FGF21 1.54061986191854 1.40116856839782 1.86650605106244 2.20959100958657 2.30376893629034 1.32471117587457 1.69775554601636 1.73231754822157
FGF22 2.71087772039702 2.99154768541108 2.70878957264074 2.94520203214806 2.18896664053439 2.46856182879651 2.99284231101569 2.12899432792951
FGF23 1.66108166555184 3.37780511342395 2.34828521487039 2.71022501457466 2.83420840026922 1.04155047533698 1.38512661156056 0.894163509122449
FGF3 1.85116921284079 2.26170172649131 0.73932614314464 0.694570322805157 0.740719003527228 2.85377506428368 0.934129950409738 0.783895177261796
FGF4 2.21269317347461 1.9703705823347 1.16597409060822 3.8962274165776 2.83635300378047 3.42976800245683 3.47296798525213 2.77498963456852
FGF5 1.5613141300167 1.65625598257934 1.95824414926757 1.87136088314688 1.27377576772141 1.79559743755298 1.70754924358029 1.50677567805355
FGF6 4.08720335778539 3.09095143367171 2.39750606600097 4.21892412726103 3.60998557988693 4.21688481495634 4.83007887385389 2.9016284162485
FGF7 3.54875311391913 2.67049776544152 3.11362263259807 3.22266976054446 3.49130708823375 3.08568238535553 3.6137058788079 4.19878790924058
FGF7P3 6.02889517085581 5.90548536210973 5.68078449873949 5.87735620449476 4.99913171436098 5.43289454786732 5.22882504868147 5.23221237714485
FGF8 1.06498611244969 0.869845085700054 1.04501000887315 1.22820494278832 0.908004795251193 0.697622687608431 1.00915322747492 0.998889440732517
FGF9 4.57671173300417 3.44581966189419 3.27482465285269 3.16116665895311 2.95860232481113 2.71584304127486 1.0156051832667 3.26864910087018
FGFBP1 4.80416615135266 3.76777475086107 3.11861512341731 4.61506373322985 3.09962544448638 1.30068053607268 1.27573678328536 1.60650575342083
FGFBP2 2.82745400262068 1.16849635253164 2.62145993918297 2.29912626016033 3.48335061554436 2.54975563991981 2.51775589215444 2.83888741264044
FGFBP3 5.33551930410864 5.29109890326109 5.04371020905311 5.59421310562753 5.12484799481045 4.59738613254646 6.03556120959105 4.50974513166412
FGFR1 6.48296952085594 6.48756793891968 6.49774000627148 6.59349882471397 6.17664025094237 7.29136497686488 6.44760666660198 6.34786541932644
FGFR1OP2 5.93592898575477 5.93914919797365 5.9285545809986 5.74674287766772 6.04695472951912 5.8908080179475 5.39734141328905 5.38677020420073
FGFR2 3.69081323723369 4.21985272243382 3.75627672861051 4.1606723586764 2.08783026650134 4.20813806671306 3.27937520714223 3.13685016554376
FGFR3 5.66126344463307 5.39621679072843 5.60127193864933 5.70925289828963 4.47225689385402 5.88914342926106 4.36540455512616 6.09706644326758
FGFR4 2.58624439711312 2.0252614254862 2.47647704153797 1.85642093018182 1.10043503405534 2.27116907291686 1.85966854177729 1.34418117990193
FGFRL1 3.70664774089524 3.1468185703189 4.87909092804821 3.95745126122576 5.32753118725575 4.67039332723792 5.50206281025578 3.80865351409927
FGG 1.80239619451356 0.786087358366266 0.875863022994407 0.838524343289999 0.785278689497079 1.0452086612281 3.35879549712363 1.24972864818064
FGGY 5.55905035296212 5.36714532767067 4.92171863899503 5.40701039343313 5.11958158968978 4.73798308095681 4.59170849171012 4.88209786489611
FGL1 3.15735582621942 4.36451297071755 5.77355814843218 3.82348921229398 3.96822471194607 4.80479159818842 5.64057208333953 5.43759586941131
FGL2 7.50761264516682 7.55517403642194 7.48344525351653 6.85564154660893 9.0393057058844 7.51399343467175 6.74572260976259 7.33605642782698
FGR 5.13988735563125 5.64906207003699 6.18155603683148 5.46504356151298 6.45187180952522 5.93925020239866 5.84005222088552 5.31320387281257
FH 8.38446353283394 8.6843620931252 8.44746906659941 8.39901580349982 8.78185257882263 8.95109643896991 9.07873309061909 8.81374020692072
FHAD1 2.74812454622839 2.52831012895544 2.85667823381168 2.14303029963346 2.86784577846961 2.7517370989105 2.77658166789288 2.58266092958689
FHAD1-AS1 6.82433326189168 5.84454336444013 4.74190845369757 5.87762376134203 2.96678622369948 3.6153339028637 1.87270048472539 3.66768336534855
FHDC1 8.55460143697069 8.16346493198835 8.49743889129551 8.42758725217398 6.1548181090521 6.34676556427064 7.16706413958555 5.73818158430786
FHIP1A 4.40492927592954 4.42092331927192 4.46901730201302 4.42892305818045 5.26492309020099 4.54886119162398 4.85548520513778 4.20103289914195
FHIP1A-DT 3.60996471254806 1.39961636688175 2.12773423260626 1.35715782776221 3.37201728326745 3.94689301712898 1.67215617042607 1.12197539819213
FHIP1B 7.30258511193596 7.39677737726356 7.5023500169666 7.64087890745913 7.81632109906297 7.64412474402191 7.54360608260269 7.57392350366599
FHIP2A 4.70838427122284 5.08721175934006 4.63948729575375 5.04292045653153 4.77168375329578 4.90072508686575 4.76859161829835 4.56134198478034
FHIP2B 2.90275461352124 3.70481679419175 3.48661834904686 3.03255102267169 3.4599907770153 3.64382133137809 3.25184589048299 3.67577231660299
FHIT 5.52180546713812 5.71295750115692 5.13237668105662 5.34228481217104 4.11214171987836 5.36205740984448 6.17089379415164 5.23012286406261
FHL1 9.08142515229752 8.74223372766977 8.33613773117016 8.61929093803354 6.35031283032342 8.35430919965049 7.12816334912641 8.74224365943234
FHL2 9.17274001704937 9.38457296860234 8.80344862260928 8.66809703967739 7.4903212352152 8.27154616652281 8.01016321882794 9.29207334448531
FHL3 5.40053923600897 5.32012275716626 5.12964756426182 5.32939232914467 5.08335789142813 4.99435343685886 5.31251672817998 5.23611882475804
FHL5 2.91001310865253 3.01569276302531 2.99472756936686 2.68457107231157 2.71127915103067 3.27123981208558 3.01041258281891 3.24790305664428
FHOD1 6.11649579218558 5.93497918300401 5.86054328917089 6.0094506233557 6.50586387244216 6.02140273087748 5.99369557432359 6.13451914326182
FHOD3 6.85983605603871 6.71210424535428 5.9245639022706 6.24477990434831 4.39075744862793 6.53802134870827 6.47384823619663 6.80413095831899
FIBCD1 1.8718274881136 1.02204337557693 1.03607301672443 0.885863848372309 1.00210292487955 0.956430755878809 1.28249369899265 2.63397327206631
FIBIN 7.57288528489932 7.16514151469067 6.48123941494396 5.94086121125779 6.37518276461194 7.45775751019423 6.36903062487551 8.49604314209969
FIBP 8.26212405488302 8.67450279098031 8.01625642842798 8.14829269147104 8.77320917317514 8.49002332876039 8.95739118470038 9.17411644701805
FICD 6.70794668058355 6.96976187455655 7.14031580516578 6.69939516280423 6.26582513467036 6.70735913208088 6.9462500780051 6.36601860794176
FIG4 8.06009395750887 7.89784545600551 7.75713501968239 7.81915072237943 7.24218385146278 7.8044473039248 7.93641201718192 7.57402815440972
FIGLA 0.710744400079063 0.614382271839386 0.536545118793526 0.514616989915775 0.523195689137612 0.569869874042565 0.697063008602741 0.417303429638568
FIGN 5.44208413067908 5.07035040758595 5.67583277504646 5.32357416201336 5.13024017033737 5.96577670448917 4.2271893753389 5.45464170652835
FIGNL1 6.36566709563428 6.21796176501848 5.78938228576358 5.83842032431724 6.4228906429717 6.3753980203427 7.2017843311048 6.92008018309935
FILIP1 4.43491996631942 4.12400923537943 3.77231328486265 4.0308888729451 4.32706888232066 4.17853489521501 3.50434062589516 3.73688905484529
FILIP1L 6.27203306096814 5.20290326053801 5.76561103261506 5.69355136898308 6.1476622609753 5.5651543737216 5.97864365222849 6.53799271556465
FILNC1 0.282989309104153 0.364049959378385 1.97705547484006 2.31434540704493 1.86462503145034 1.08279616450863 2.62180955345528 1.85461352119808
FIP1L1 6.42444046830017 6.49920167957798 6.37016245617381 6.23170760280594 6.67398637334426 6.49891031758473 6.42511755317914 6.54753126661725
FIRRE 2.01732555504222 3.02761624737166 1.90386335142402 1.23259380154596 2.51817393183603 1.45681455590013 2.75190072964301 0.62130694900625
FIS1 10.2239679728513 10.6102190567247 10.1938476749877 10.0169553960775 9.87404969013189 10.0314539185581 9.81130303005093 10.6135592777883
FITM1 4.59989427007411 3.90806982185733 4.61752814211545 4.5234815556988 4.36202610956766 4.3442055639701 3.83464370658958 4.29904187998322
FITM2 5.35013962477739 5.90488775021608 5.71268793235425 5.47661382948636 5.40467993936579 5.74311636841883 5.83530277032659 5.51843571986339
FIZ1 3.9810058676106 4.37851829845823 3.76958721035175 4.5189761478665 4.62543172125749 4.53502390191946 3.97025688525518 3.41133232185242
FJX1 5.03136075387325 4.92477769752719 4.91071554409918 4.25303417565558 5.0742950543029 5.17990909001493 5.32125106559086 5.36078837913987
FKBP10 5.44137325789418 5.62443935902455 5.7788464267916 5.19758908204803 4.98580569491679 6.22245957438048 6.30344841541513 6.96607422237597
FKBP11 8.20512220623542 8.41966293961848 8.96805286902885 8.11949330589018 8.27513354740101 8.5706382011933 8.67754641961373 8.51485431722958
FKBP14 6.7158132510461 6.28655564483499 6.6842907243166 6.54573455576584 6.79751129304478 5.81717624011682 5.9522669884004 6.8048931080471
FKBP15 4.27308118601771 4.64808289876952 4.06780188915302 4.46993290057949 4.73036368182428 4.38715042531694 4.80511003508092 4.66989192971609
FKBP1A 8.12550163218167 8.34629657570644 7.83876156829372 8.1767303897057 9.17129311524854 7.36065584924784 7.80013355134042 7.81297901164438
FKBP1B 7.75257811091494 7.7063206993357 8.0730391882334 7.34081015241981 5.17277259176222 5.2159103340975 5.25879021049059 6.87599474639394
FKBP2 7.91886375986594 8.35630160739825 8.32899481269697 7.49840392340025 8.1059534608483 8.17802059384305 8.21458173807505 8.23094634682262
FKBP3 6.05188609517105 6.53928857306681 7.12829900913221 6.70871758832959 7.01606757571978 6.50083608660842 6.07291834553331 6.55382609058835
FKBP4 5.77601576176673 5.09709777666243 5.84593170006106 5.88272162431904 5.52231420334833 6.45771892543235 6.89255929243124 5.44807152448624
FKBP5 7.74817674321193 7.96514009014081 9.83897572485645 8.41317990065492 8.6069398123228 9.34445878307002 8.49189476407415 10.2471286547089
FKBP6 3.29145310302792 3.87910510958139 2.98106246781365 3.75539945330045 3.80976337370196 1.33745616708092 4.1971215740251 3.233416041362
FKBP7 5.04355834340279 5.19805203114621 4.76982292656286 4.9545780913514 5.4322973191542 5.3393160415704 4.17112346834478 5.48168203910248
FKBP8 2.97712020459629 3.44469048916464 1.84934711812289 2.31957664237592 2.69098615901258 1.99664988268989 2.99010775879307 2.16081303715096
FKBP9 8.36268998062068 8.22279539822149 8.29806913318889 8.07637492807828 8.55520560901299 8.58306238784161 8.14203052650869 9.27136931008944
FKBPL 4.99427532192732 5.16748307134788 5.02784840738801 4.05172095950452 5.65780961208424 4.44371683727352 5.42583478534221 5.6592434918436
FKRP 3.94979076788248 4.94154268238158 3.93924182648421 5.03543092782874 3.67472292888695 4.60617656227334 3.75228187426745 4.59007259574396
FKSG29 4.4269496555871 4.62638793881323 4.3077753386846 4.23376145424781 4.74693360073668 5.21431912080076 4.00366735819584 3.48391931840681
FKSG49 7.92527427081755 7.84967659153404 8.03802477212449 8.03422519787285 8.07184910266732 8.28411494906284 8.1154294051208 7.83512031327986
FKTN 6.99730409165946 6.80389450352509 7.18006590916188 7.13154168793874 6.82197001629546 7.01964880786784 6.9839310673647 7.14986878370229
FLACC1 1.31052009066971 2.32795731869999 1.19937641755831 2.60309154679538 1.06830607778198 1.27721126769896 1.89486282939684 1.05863997736644
FLAD1 6.32618411299994 6.55717988359588 6.16790447003738 6.32795194844545 6.79253419047055 6.90745796262427 6.65096346609362 7.03654409281688
FLCN 4.48684439485567 4.91336480332612 3.85816060782345 4.23469800154149 3.98041859225557 3.88739524073874 4.00287710900022 4.41497719065903
FLG 1.42453193483314 1.81936221983835 3.54208419900955 2.13772302537311 1.0726006533192 2.03691279972227 0.986929303063121 2.35205646321078
FLG-AS1 3.45463955782767 3.75742783933298 3.32853172378049 4.20076141429396 1.94166538410838 4.64851032466201 1.78674264705731 3.75414523506717
FLG2 0.441989550413661 0.579489123012289 3.44425982747978 0.555527740906259 1.6811115491705 0.214396053527052 0.540886906786259 0.73384676732564
FLI1 4.05300636773807 2.81043945927226 4.21917738481662 3.64833833537754 4.54800181298371 4.14610949964833 3.3749148421413 4.20495113029963
FLII 7.32658982464282 7.31669754814185 7.1553132913503 7.09347457397938 7.13852467810332 7.3918061649151 7.31293159377745 7.55306090705433
FLJ12825 2.76451391519296 2.44357269087977 2.76832403242572 2.66968511091801 2.21142519089615 3.34863487736762 2.24258317466516 2.23685680953074
FLJ13224 2.88834310637421 1.32997103090798 1.07709982652671 2.06189007973035 2.19693584458035 1.02461978247873 1.73362123319546 2.69633696136317
FLJ16779 0.860301941893739 1.66414285024812 0.908017636809296 0.848800844458251 0.81147871133848 2.8750035204342 1.02285219635129 0.854607098839332
FLJ20021 8.2687674491027 7.97911689890561 6.97411869282426 7.02057044825195 8.79985085076442 9.0132918110163 8.06276378647625 8.12556252793483
FLJ20712 1.84361305331783 3.47398780250422 1.90449812561667 2.01437677380805 1.90031343084125 3.23714011475976 3.70184529858558 1.84832144288201
FLJ25758 2.25337534767643 3.61307522657867 3.8218804869256 3.73789918258725 3.56721603254448 4.10800486385275 3.63455254948278 1.51219315827502
FLJ30679 1.24175279969112 0.984034615024758 1.16613620351941 1.17645771325942 1.1733204858355 2.54663006930828 1.18630191503508 1.20829351998345
FLJ32255 5.02079930908181 4.58463940462562 4.18022672473838 3.96113544153193 4.95029931331053 4.61561217040978 4.74773901206692 3.33774550656443
FLJ33534 3.69478162936327 3.18552474936283 4.11454694488725 4.44050604139823 3.99816003174667 3.8586802945556 2.10038801236719 2.19914473866405
FLJ37201 3.76329849838063 2.87257977206509 4.09952817678225 3.29100035791043 3.91939330807411 3.29524909514879 4.0237790704094 2.71187614667024
FLJ38576 2.42596410366618 2.72398691635527 3.58294968390076 3.4362925712334 2.08887019931336 2.82834739897463 1.10567234193502 2.60483425125359
FLJ40288 1.18691234219105 2.07454634150283 1.39790620603668 1.21573528103407 2.45080937052668 1.3784602622637 1.16094016643566 2.31833142888819
FLJ42627 5.87461458578989 5.6081022096361 5.03422753573447 6.06582775458265 4.63885178945334 5.56683672660535 4.81808590166525 5.40747162000335
FLJ45513 5.66547220572515 5.21944181398013 4.86642100339136 5.66493938210597 5.14028900561488 5.17807432061229 4.90536313001395 4.71498871883446
FLJ46875 5.05160158673624 5.2948189785398 4.38522691835149 4.9054339491588 5.57073717105498 5.11096066333015 5.21217719324195 5.06084077672541
FLNA 8.93409805220235 8.79078478719572 8.60815854735427 8.68324093968982 7.57637790704547 8.75072141562732 7.32613126310603 8.62925807874444
FLNB 9.33665580037333 9.22414943573393 9.66595009484793 9.56575198667291 9.31756276051489 10.2219445440377 9.30887178439033 8.26218547643956
FLNB-AS1 2.64288678053275 1.75815596607072 2.11549076703909 1.14932007635898 1.60549320634889 1.64375678661869 3.78958025712907 1.21401526685433
FLNC 7.41293860608888 7.08670082568412 6.98539694935209 7.10749758802007 6.35869081051372 6.50363065935716 5.62160452805435 6.58514744721523
FLOT1 5.98641377515363 6.11760148671015 5.6162501590486 5.80280403723026 5.98735143876242 5.6505687651634 6.17505280575183 6.39936043966617
FLOT2 6.3762741214968 6.61954885892083 6.40209565809275 6.3358126097529 6.14326343820465 5.87426720076103 5.71261575871224 5.79293744105606
FLRT1 4.54009581707709 3.74065233791724 3.87567124445593 4.07868310006334 1.71337308176241 3.79334700335112 3.97140954130381 3.66426591464475
FLRT2 4.42475740632661 4.60010728634592 4.93612500617606 4.9784536020369 3.58254522475265 5.0163999844868 3.89895733244292 5.53318556627705
FLRT2-AS1 2.47474174627609 0.526720353927759 2.90603396364494 2.45552790443428 1.53990373880509 0.60443294835245 0.487537141957952 0.526928853855906
FLRT3 7.76327279551803 7.74929965025272 7.87862753679351 7.61585842118907 3.91461177848244 6.57121198749424 6.17060028986918 4.98634200483658
FLT1 4.46523861462369 3.25094376885704 4.85324354305152 4.34304931069077 6.25748813583877 4.6269342137408 4.46670494069748 4.65190070236617
FLT3 2.8783989980918 2.15324961022093 2.25537816074517 2.83424523287436 3.0550228690484 2.33172530400476 3.4204940212435 2.91184722447735
FLT3LG 3.0452975918208 2.5780475099774 1.50855912409188 2.26932274465441 2.56978015644146 2.48570392739794 2.39364783271352 4.01653859776503
FLT4 2.67384941194101 2.19594300489524 2.90877409969649 2.2264223250455 2.6833513688166 2.46024288347906 2.32347734682602 2.52933756183258
